Genre; Année; Titre; Distributeur
Drama;2012;17 filles;Strand Releasing
Drama;2012;30 Beats;Roadside Attractions
Drama;2012;Tristana;
Drama;2012;Autoreiji;Magnolia Pictures
Drama;2012;Les Neiges du Kilimanjaro;Mongrel Media
Drama;2012;Jesus Henry Christ;Entertainment One
Drama;2012;Sedmikrásky;Janus Films
Drama;2012;How Much Does Your Building Weigh Mr. Foster?;First Run Features
Drama;2012;California Solo;Strand Releasing
Drama;2012;Nous ne viellirons pas ensemble;The Film Desk
Drama;2012;For Ellen;TriBeca Films
Drama;2012;Hamnden;Music Box Films
Drama;2012;Santa Mesa;Indican Pictures
Drama;2012;Da-reun na-ra-e-suh;Kino Lorber
Drama;2012;Virginia;Entertainment One
Drama;2012;Post Mortem;Kino Lorber
Drama;2012;Around June;Indican Pictures
Drama;2012;Cartas a Elena;Freestyle Releasing
Drama;2012;Cook County;Hannover House
Drama;2012;Roadie;Magnolia Pictures
Drama;2012;Nothing But a Man;Cinema V
Drama;2012;Domaine;Strand Releasing
Drama;2012;In Our Nature;Cinedigm
Drama;2012;Tyrannosaur;Strand Releasing
Drama;2012;Prince of the Himalayas;Kino Lorber
Drama;2012;Crazy Eyes;Strand Releasing
Drama;2012;The Last Ride;
Drama;2012;Joven y alocada;IFC Films
Drama;2012;The Good Doctor;Magnolia Pictures
Drama;2012;Bringing Up Bobby;Monterey Media
Drama;2012;Atmen;Kino Lorber
Drama;2012;Kongen av Bastøy;Kino Lorber
Drama;2012;Amigo;Variance Films
Drama;2012;Downtown Express;
Drama;2012;Le rayon vert;Orion Classics
Drama;2012;Cirkus Columbia;Strand Releasing
Drama;2012;About Cherry;IFC Films
Drama;2012;Serge Gainsbourg vie heroique;Music Box Films
Drama;2012;Perfect Sense;IFC Films
Drama;2012;Jack and Diane;Magnolia Pictures
Drama;2012;Schastye moe;Kino Lorber
Drama;2012;Bronenosets Potyomkin;
Drama;2012;Citizen Gangster;IFC Films
Drama;2012;Death of a Superhero;TriBeca Films
Drama;2012;Meeting Evil;Magnet Pictures
Drama;2013;The Great Gatsby;Warner Bros.
Drama;2013;Lee Daniels' The Butler;Weinstein Co.
Drama;2013;Captain Phillips;Sony Pictures
Drama;2013;Silver Linings Playbook;Weinstein Co.
Drama;2013;42;Warner Bros.
Drama;2013;Safe Haven;Relativity
Drama;2013;Saving Mr. Banks;Walt Disney
Drama;2013;Tyler Perry’s Temptation;Lionsgate
Drama;2013;12 Years a Slave;Fox Searchlight
Drama;2013;Lincoln;Walt Disney
Drama;2013;Life of Pi;20th Century Fox
Drama;2013;Rush;Universal
Drama;2013;Mud;Roadside Attractions
Drama;2013;The Place Beyond the Pines;Focus Features
Drama;2013;Philomena;Weinstein Co.
Drama;2013;Beautiful Creatures;Warner Bros.
Drama;2013;The Book Thief;20th Century Fox
Drama;2013;Dallas Buyers Club;Focus Features
Drama;2013;Jobs;Open Road
Drama;2013;Fruitvale Station;Weinstein Co.
Drama;2013;The Impossible;Lionsgate
Drama;2013;Out of the Furnace;Relativity
Drama;2013;Battle of the Year;Sony Pictures
Drama;2013;Before Midnight;Box Office History for Sony Pictures Classics
Drama;2013;Inside Llewyn Davis;CBS Films
Drama;2013;Mandela: Long Walk to Freedom;Weinstein Co.
Drama;2013;Nebraska;Paramount Pictures
Drama;2013;The Spectacular Now;A24
Drama;2013;Yi dai zong shi;Weinstein Co.
Drama;2013;Amour;Box Office History for Sony Pictures Classics
Drama;2013;The Bling Ring;A24
Drama;2013;Emperor;Roadside Attractions
Drama;2013;Promised Land;Focus Features
Drama;2013;The Twilight Saga: Breaking Dawn, Part 2;Lionsgate
Drama;2013;Hyde Park on Hudson;Focus Features
Drama;2013;Home Run;Samuel Goldwyn Films
Drama;2013;Filly Brown;Lionsgate
Drama;2013;Grace Unplugged;Roadside Attractions
Drama;2013;La Vie d'Adèle – Chapitres 1 & 2;Mongrel Media
Drama;2013;I'm in Love with a Church Girl;High Top Releasing
Drama;2013;No;Box Office History for Sony Pictures Classics
Drama;2013;Renoir;Samuel Goldwyn Films
Drama;2013;The East;Fox Searchlight
Drama;2013;The Iceman;Alchemy
Drama;2013;Lemale et ha'halal;Box Office History for Sony Pictures Classics
Drama;2013;Stoker;Fox Searchlight
Drama;2013;Bhaag Milkha Bhaag;Box Office History for Reliance Big Pictures
Drama;2013;L’attentat;Cohen Media Group
Drama;2013;Bless Me, Ultima;Arenas Entertainment
Drama;2013;Beasts of the Southern Wild;Fox Searchlight
Drama;2013;Kon-Tiki;Weinstein Co.
Drama;2013;Disconnect;LD Entertainment
Drama;2013;Wadjda;Box Office History for Sony Pictures Classics
Drama;2013;The Ultimate Life;High Top Releasing
Drama;2013;Flight;Paramount Pictures
Drama;2013;Anna Karenina;Focus Features
Drama;2013;De rouille et d’os;Box Office History for Sony Pictures Classics
Drama;2013;Romeo & Juliet;Relativity
Drama;2013;Still Mine;Mongrel Media
Drama;2013;Kai Po Che;UTV Communications
Drama;2013;Special Chabbis;Viva Entertainment
Drama;2013;What Maisie Knew;Alchemy
Drama;2013;Ginger & Rosa;A24
Drama;2013;Short Term 12;Cinedigm
Drama;2013;Kokuriko-zaka Kara;GKIDS
Drama;2013;Lore;Music Box Films
Drama;2013;La grande bellezza;Janus Films
Drama;2013;En kongelig affære;Magnolia Pictures
Drama;2013;Kill Your Darlings;Box Office History for Sony Pictures Classics
Drama;2013;Raanjhanaa;Eros Entertainment
Drama;2013;Satyagraha;UTV Communications
Drama;2013;On the Road;IFC Films
Drama;2013;Hannah Arendt;Zeitgeist
Drama;2013;Jagten;Mongrel Media
Drama;2013;Parkland;Exclusive Releasing
Drama;2013;Fanny;Mongrel Media
Drama;2013;To the Wonder;Magnolia Pictures
Drama;2013;The Reluctant Fundamentalist;IFC Films
Drama;2013;Museum Hours;Cinema Guild
Drama;2013;Hitchcock;Fox Searchlight
Drama;2013;The Inevitable Defeat of Mister and Pete;Box Office History for Codeblack Entertainment
Drama;2013;Gwansang;Box Office History for Pan Media & Entertainment
Drama;2013;Upstream Color;erbp Film
Drama;2013;Ain't Them Bodies Saints;IFC Films
Drama;2013;Dans la maison;Cohen Media Group
Drama;2013;At Any Price;Box Office History for Sony Pictures Classics
Drama;2013;The Sessions;Fox Searchlight
Drama;2013;Inch'Allah;Entertainment One
Drama;2013;Lovelace;Radius
Drama;2013;Drinking Buddies;Magnolia Pictures
Drama;2013;Diana;Entertainment One
Drama;2013;Camp;
Drama;2013;Not Today;Freestyle Releasing
Drama;2013;Adore;Exclusive Releasing
Drama;2013;The Master;Weinstein Co.
Drama;2013;Rebelle;TriBeca Films
Drama;2013;The Perks of Being a Wallflower;Lionsgate
Drama;2013;Great Expectations;Main Street
Drama;2013;Midnight's Children;Mongrel Media
Drama;2013;Blancanieves;Cohen Media Group
Drama;2013;Like Someone in Love;IFC Films
Drama;2013;Arthur Newman;Cinedigm
Drama;2013;Cloud Atlas;Warner Bros.
Drama;2013;A Late Quartet;Entertainment One
Drama;2013;Tu seras mon fils;Cohen Media Group
Drama;2013;Not Fade Away;Paramount Vantage
Drama;2013;Escape from Tomorrow;Box Office History for Producers Distribution Agency
Drama;2013;Copperhead;Brainstorm Media
Drama;2013;Le passé;Box Office History for Sony Pictures Classics
Drama;2013;Mother of George;Box Office History for Oscilloscope Pictures
Drama;2013;LUV;Indomina Releasing
Drama;2013;Snake and Mongoose;Box Office History for Rocky Mountain Pictures
Drama;2013;Dupa dealuri;IFC Films
Drama;2013;The Invisible Woman;Box Office History for Sony Pictures Classics
Drama;2013;Ha-Sippur Shel Yossi;Strand Releasing
Drama;2013;Therese Desqueyroux;Mongrel Media
Drama;2013;Augustine;Music Box Films
Drama;2013;Tian zhu ding;Kino Lorber
Drama;2013;The Broken Circle Breakdown;TriBeca Films
Drama;2013;Gimme the Loot;IFC Films
Drama;2013;The Investigator;Box Office History for Gabriel's Messenger Films
Drama;2013;Blue Caprice;IFC Films
Drama;2013;Marius;Mongrel Media
Drama;2013;Les beaux jours;
Drama;2013;Holy Motors;Indomina Releasing
Drama;2013;Una Noche;IFC Films
Drama;2013;Après Mai;IFC Films
Drama;2013;El artista y la modelo;Cohen Media Group
Drama;2013;Any Day Now;Music Box Films
Drama;2013;An Oversimplification of Her Beauty;Variance Films
Drama;2013;Seasons of Gray;Echolight Studios
Drama;2013;Violette;Mongrel Media
Drama;2013;Winnie Mandela;Image Entertainment
Drama;2013;How I Live Now;Magnolia Pictures
Drama;2013;Elle s'en va;
Drama;2013;Leonie;Monterey Media
Drama;2013;My Brother the Devil;Paladin/108 Media
Drama;2013;The We and the I;Paladin/108 Media
Drama;2013;Wish You Were Here;Entertainment One
Drama;2013;Post Tenebras Lux;Strand Releasing
Drama;2013;Die Wand;Music Box Films
Drama;2013;Concussion;Radius
Drama;2013;Russkiy kovcheg;WellSpring
Drama;2013;Savannah;Box Office History for Ketchup Entertainment
Drama;2013;Touchy Feely;Magnolia Pictures
Drama;2013;M;Kino Lorber
Drama;2013;The Girl;Brainstorm Media
Drama;2013;Underdogs;Freestyle Releasing
Drama;2013;Les 4 soldats;
Drama;2013;The Power of Few;Steelyard Pictures
Drama;2013;Camille Claudel: 1915;Kino Lorber
Drama;2013;Tiger Eyes;Freestyle Releasing
Drama;2013;Little Fugitive;
Drama;2013;Chasing Mavericks;20th Century Fox
Drama;2013;Le Petit Soldat;
Drama;2013;The Citizen;Monterey Media
Drama;2013;Paradies: Liebe;Strand Releasing
Drama;2013;A perdre la raison;Distrib Films
Drama;2013;Le Capital;Cohen Media Group
Drama;2013;Hangul;Drafthouse Films
Drama;2013;Le fils de l’autre;Cohen Media Group
Drama;2013;Violeta se fue a los cielos;Kino Lorber
Drama;2013;Viola;Cinema Guild
Drama;2013;Hunky Dory;Variance Films
Drama;2013;Vous n'avez encore rien vu;Kino Lorber
Drama;2013;Robot & Frank;Samuel Goldwyn Films
Drama;2013;Gwanghae, Wangyidoen namja;CJ Entertainment
Drama;2013;I Used to Be Darker;Strand Releasing
Drama;2013;Torn;The Film Collective
Drama;2013;Love and Honor;IFC Films
Drama;2013;The Look of Love;IFC Films
Drama;2013;The Pardon;Self Distributed
Drama;2013;As I Lay Dying;Alchemy
Drama;2013;I Declare War;Drafthouse Films
Drama;2013;Jayne Mansfield's Car;Box Office History for Anchor Bay Entertainment
Drama;2013;Kiss of the Damned;Magnolia Pictures
Drama;2013;Da-reun na-ra-e-suh;Kino Lorber
Drama;2013;A Green Story;Indican Pictures
Drama;2013;My Son;FlyRock Media
Drama;2013;The Painting;Box Office History for Castle Hill Productions
Drama;2013;Greetings from Tim Buckley;TriBeca Films
Drama;2013;Diego Star;Mongrel Media
Drama;2013;The Selfish Giant;IFC Films
Drama;2013;Il Futuro;Strand Releasing
Drama;2013;Empire of Dirt;
Drama;2013;The End of Love;Variance Films
Drama;2013;Wo 11;First Run Features
Drama;2013;The Odd Life of Timothy Green;Walt Disney
Drama;2013;Elefante blanco;Strand Releasing
Drama;2013;La pirogue;ArtMattan Films
Drama;2013;Hello Herman;Freestyle Releasing
Drama;2013;A Teacher;Box Office History for Oscilloscope Pictures
Drama;2013;Le Mépris;Rialto Pictures
Drama;2013;Sal;TriBeca Films
Drama;2013;Down the Shore;Box Office History for Anchor Bay Entertainment
Drama;2013;Some Velvet Morning;TriBeca Films
Drama;2013;Le Amiche;The Film Desk
Drama;2013;Welcome to Pine Hill;Box Office History for Oscilloscope Pictures
Drama;2013;Rangrezz;UTV Communications
Drama;2013;The Playroom;Freestyle Releasing
Drama;2013;Manic;
Drama;2013;Nothing But a Man;Cinema V
Drama;2013;Noordzee, Texas;Strand Releasing
Drama;2013;Five Dances;Paladin
Drama;2013;Starlet;Music Box Films
Drama;2013;Northern Lights;
Drama;2013;The Time Being;TriBeca Films
Drama;2013;Big Sur;Box Office History for Ketchup Entertainment
Drama;2013;Paradies: Glaube;Strand Releasing
Drama;2013;Le Quai des brumes;
Drama;2013;Neuk-dae-so-nyeon;CJ Entertainment
Drama;2013;Morning;Box Office History for Anchor Bay Entertainment
Drama;2013;Things Never Said;Ohio Street Pictures
Drama;2013;Mr. Nobody;Magnolia Pictures
Drama;2013;Das Lied in mir;Mongrel Media
Drama;2013;Cornouaille;Mongrel Media
Drama;2013;La migiliore offerta;IFC Films
Drama;2013;Implanted;Walking Shadows
Drama;2013;California Solo;Strand Releasing
Drama;2013;Le rayon vert;Orion Classics
Drama;2013;Officer Down;Box Office History for Anchor Bay Entertainment
Drama;2013;Nous ne viellirons pas ensemble;The Film Desk
Drama;2013;La mariée était en noir;Box Office History for Lopert Pictures Corporation
Drama;2013;Sou Suo;levelFILM
Drama;2013;Into the White;Magnolia Pictures
Drama;2013;The Long Day Closes;The Film Desk
Drama;2013;Diaz: Don't Clean Up This Blood;Mongrel Media
Drama;2013;A Perfect Man;IFC Films
Drama;2013;Atmen;Kino Lorber
Drama;2014;The Fault in Our Stars;20th Century Fox
Drama;2014;Noah;Paramount Pictures
Drama;2014;Heaven is for Real;Sony Pictures
Drama;2014;Fury;Sony Pictures
Drama;2014;The Monuments Men;Sony Pictures
Drama;2014;Unbroken;Universal
Drama;2014;God’s Not Dead;Box Office History for Pure Flix Entertainment
Drama;2014;Son of God;20th Century Fox
Drama;2014;Exodus: Gods and Kings;20th Century Fox
Drama;2014;If I Stay;Warner Bros.
Drama;2014;The Judge;Warner Bros.
Drama;2014;Jersey Boys;Warner Bros.
Drama;2014;The Giver;Weinstein Co.
Drama;2014;Dolphin Tale 2;Warner Bros.
Drama;2014;Million Dollar Arm;Walt Disney
Drama;2014;Get on Up;Universal
Drama;2014;The Imitation Game;Weinstein Co.
Drama;2014;When the Game Stands Tall;Sony Pictures
Drama;2014;Draft Day;Lionsgate
Drama;2014;The Gambler;Paramount Pictures
Drama;2014;The Best of Me;Relativity
Drama;2014;Her;Warner Bros.
Drama;2014;The Theory of Everything;Focus Features
Drama;2014;Saving Mr. Banks;Walt Disney
Drama;2014;Boyhood;IFC Films
Drama;2014;Endless Love;Universal
Drama;2014;Wild;Fox Searchlight
Drama;2014;12 Years a Slave;Fox Searchlight
Drama;2014;Philomena;Weinstein Co.
Drama;2014;Addicted;Lionsgate
Drama;2014;Begin Again;Weinstein Co.
Drama;2014;Step Up All In;Lionsgate
Drama;2014;Beyond the Lights;Relativity
Drama;2014;Labor Day;Paramount Pictures
Drama;2014;Winter’s Tale;Warner Bros.
Drama;2014;Dallas Buyers Club;Focus Features
Drama;2014;Belle;Fox Searchlight
Drama;2014;The Drop;Fox Searchlight
Drama;2014;Nebraska;Paramount Pictures
Drama;2014;Big Eyes;Weinstein Co.
Drama;2014;Foxcatcher;Box Office History for Sony Pictures Classics
Drama;2014;Cantinflas;Lionsgate
Drama;2014;Whiplash;Box Office History for Sony Pictures Classics
Drama;2014;Cesar Chavez;Lionsgate
Drama;2014;Inside Llewyn Davis;CBS Films
Drama;2014;The Skeleton Twins;Box Office History for Lionsgate/Roadside Attractions
Drama;2014;The Wind Rises (風立ちぬ);Walt Disney
Drama;2014;The Railway Man;Weinstein Co.
Drama;2014;The Lunchbox;Box Office History for Sony Pictures Classics
Drama;2014;Ida;Music Box Films
Drama;2014;Veronica Mars;Warner Bros.
Drama;2014;Rosewater;Open Road
Drama;2014;Myeong-ryang;CJ Entertainment
Drama;2014;The Identical;Freestyle Releasing
Drama;2014;The Good Lie;Warner Bros.
Drama;2014;The Book Thief;20th Century Fox
Drama;2014;Captain Phillips;Sony Pictures
Drama;2014;Love is Strange;Box Office History for Sony Pictures Classics
Drama;2014;2 States;UTV Communications
Drama;2014;American Sniper;Warner Bros.
Drama;2014;Le Week-End;Music Box Films
Drama;2014;Gloria;Roadside Attractions
Drama;2014;The Immigrant;RADiUS-TWC
Drama;2014;La grande bellezza;Janus Films
Drama;2014;Only Lovers Left Alive;Box Office History for Sony Pictures Classics
Drama;2014;Persecuted;One Media, LLC
Drama;2014;Kaguyahime no monogatari;GKIDS
Drama;2014;Pride;CBS Films
Drama;2014;Gimme Shelter;Roadside Attractions
Drama;2014;Mandela: Long Walk to Freedom;Weinstein Co.
Drama;2014;Le passé;Box Office History for Sony Pictures Classics
Drama;2014;Turist;Magnolia Pictures
Drama;2014;The Invisible Woman;Box Office History for Sony Pictures Classics
Drama;2014;The Rover;A24
Drama;2014;50 to 1;Ten Furlongs
Drama;2014;Haider;UTV Communications
Drama;2014;Third Person;Box Office History for Sony Pictures Classics
Drama;2014;Stalingrad;Box Office History for Sony Pictures Classics
Drama;2014;The Song;Samuel Goldwyn Films
Drama;2014;Mr. Turner;Box Office History for Sony Pictures Classics
Drama;2014;Atlas Shrugged: Who Is John Galt?;Atlas Distribution
Drama;2014;Alone Yet Not Alone;Box Office History for Hammond Entertainment
Drama;2014;Nymphomaniac: Volume I;Magnolia Pictures
Drama;2014;Palo Alto;TriBeca Films
Drama;2014;Yves Saint Laurent;Weinstein Co.
Drama;2014;Frankie & Alice;Box Office History for CODEBLACK Films/Lionsgate
Drama;2014;The Disappearance of Eleanor Rigby;Weinstein Co.
Drama;2014;Cong cong na nian;Box Office History for China Lion Film Distribution
Drama;2014;23 Blast;Abramorama Films
Drama;2014;Forrest Gump;Paramount Pictures
Drama;2014;Highway;UTV Communications
Drama;2014;Tracks;Weinstein Co.
Drama;2014;La petite reine;Entertainment One
Drama;2014;Bei Jing Ai Qing Gu Shi;Box Office History for China Lion Film Distribution
Drama;2014;Yi Sheng Yi Shi;Box Office History for China Lion Film Distribution
Drama;2014;Wakolda;Samuel Goldwyn Films
Drama;2014;The Face of Love;IFC Films
Drama;2014;Humpty Sharma Ki Dulhania;Box Office History for Reliance Big Pictures
Drama;2014;Joe;Roadside Attractions
Drama;2014;La Vénus à la fourrure;IFC Films
Drama;2014;Jimi: All is By My Side;XLrator Media
Drama;2014;Lee Daniels' The Butler;Weinstein Co.
Drama;2014;I Origins;Fox Searchlight
Drama;2014;Soshite chichi ni naru;IFC Films
Drama;2014;Nymphomaniac: Volume II;Mongrel Media
Drama;2014;L'inconnu du lac;Strand Releasing
Drama;2014;Viaggio sola;Music Box Films
Drama;2014;L’écume des jours;Drafthouse Films
Drama;2014;La danza de la realidad;ABCKO Films
Drama;2014;A Most Violent Year;A24
Drama;2014;Kill Your Darlings;Box Office History for Sony Pictures Classics
Drama;2014;Punjab 1984;Box Office History for White Hill Production
Drama;2014;The Zero Theorem;Amplify
Drama;2014;Elle s'en va;
Drama;2014;A Matter of Faith;Five & Two Pictures
Drama;2014;Diplomatie;Zeitgeist
Drama;2014;Pozitia copiului;Zeitgeist
Drama;2014;Rob the Mob;Alchemy
Drama;2014;Adieu au langage;Kino Lorber
Drama;2014;Avis de mistral;Mongrel Media
Drama;2014;Vi ar bast!;Magnolia Pictures
Drama;2014;The Last of Robin Hood;Samuel Goldwyn Films
Drama;2014;God’s Pocket;IFC Films
Drama;2014;Oh Boy;Music Box Films
Drama;2014;From the Rough;Freestyle Releasing
Drama;2014;Out of the Furnace;Relativity
Drama;2014;Leviafan;Box Office History for Sony Pictures Classics
Drama;2014;The Congress;Drafthouse Films
Drama;2014;Redwood Highway;Monterey Media
Drama;2014;Le metis de Dieu;Film Movement
Drama;2014;Raja Natwarlal;UTV Communications
Drama;2014;Pour une femme;Film Movement
Drama;2014;Libertador;Cohen Media Group
Drama;2014;Deux jours, une nuit;Sundance Selects
Drama;2014;Coherence;Box Office History for Oscilloscope Pictures
Drama;2014;Huang jin shi dai;Box Office History for China Lion Film Distribution
Drama;2014;Jeune & Jolie;IFC Films
Drama;2014;Hoje Eu Quero Voltar Sozinho;Strand Releasing
Drama;2014;Gukjesijang;CJ Entertainment
Drama;2014;Unsere Mutter, unsere Vater;Music Box Films
Drama;2014;One Chance;Weinstein Co.
Drama;2014;Hiroshima Mon Amour;Rialto Pictures
Drama;2014;Breathe In;Cohen Media Group
Drama;2014;La migiliore offerta;IFC Films
Drama;2014;Fort McCoy;Monterey Media
Drama;2014;Le temps de l'aventure;Distrib Films
Drama;2014;Zero Motivation;Zeitgeist
Drama;2014;Les yeux jaunes des crocodiles;Mongrel Media
Drama;2014;The Broken Circle Breakdown;TriBeca Films
Drama;2014;Je t'aime, je t'aime;The Film Desk
Drama;2014;A nagy füzet;Box Office History for Sony Pictures Classics
Drama;2014;La jalousie;Distrib Films
Drama;2014;Dom over dod man;Music Box Films
Drama;2014;Siddharth;Zeitgeist
Drama;2014;Frontera;Magnolia Pictures
Drama;2014;Il conformista;Paramount Pictures
Drama;2014;The One I Wrote for You;Abramorama Films
Drama;2014;The Rocket;Kino Lorber
Drama;2014;Grzeli nateli dgeebi;Big World Pictures
Drama;2014;Rudderless;Samuel Goldwyn Films
Drama;2014;Starred Up;TriBeca Films
Drama;2014;Ilo Ilo;Film Movement
Drama;2014;Avant l'hiver;Mongrel Media
Drama;2014;At Middleton;Box Office History for Anchor Bay Entertainment
Drama;2014;Half of a Yellow Sun;Monterey Media
Drama;2014;Tusen ganger god natt;Film Movement
Drama;2014;Low Down;Box Office History for Oscilloscope Pictures
Drama;2014;Hellion;IFC Films
Drama;2014;Hateship Loveship;IFC Films
Drama;2014;Tian zhu ding;Kino Lorber
Drama;2014;A Master Builder;Abramorama Films
Drama;2014;Alphaville, une étrange aventure de Lemmy Caution;Rialto Pictures
Drama;2014;Water & Power;North/South Pictures
Drama;2014;Blood Ties;Roadside Attractions
Drama;2014;Interior. Leather Bar.;Strand Releasing
Drama;2014;Decoding Annie Parker;Entertainment One
Drama;2014;Zwei Leben;IFC Films
Drama;2014;Child of God;Well Go USA
Drama;2014;Beneath the Harvest Sky;TriBeca Films
Drama;2014;White Bird in a Blizzard;Magnolia Pictures
Drama;2014;It Felt Like Love;Variance Films
Drama;2014;Abus de faiblesse;Strand Releasing
Drama;2014;A Long Way Off;Box Office History for Moving Visions Entertainment, Inc.
Drama;2014;Parde;Variance Films
Drama;2014;Fanny;Mongrel Media
Drama;2014;Lilting;Strand Releasing
Drama;2014;Horici ker;
Drama;2014;Marius;Mongrel Media
Drama;2014;L'amour est un crime parfait;Mongrel Media
Drama;2014;Bird People;IFC Films
Drama;2014;Jimmy P.;Mongrel Media
Drama;2014;After;Paladin
Drama;2014;La Vie d'Adèle – Chapitres 1 & 2;Mongrel Media
Drama;2014;Memphis;Kino Lorber
Drama;2014;Test;Variance Films
Drama;2014;Stand Clear of the Closing Doors;Box Office History for Oscilloscope Pictures
Drama;2014;Au bonheur des ogres;Mongrel Media
Drama;2014;Accident;Cinema V
Drama;2014;Offret;Kino Lorber
Drama;2014;Les chevaux de Dieu;Kino Lorber
Drama;2014;Conte d'hiver;Big World Pictures
Drama;2014;Heartbeat;Mongrel Media
Drama;2014;Exhibition;Kino Lorber
Drama;2014;As It Is in Heaven;Cinema Purgatorio
Drama;2014;A Long Way Down;Magnolia Pictures
Drama;2014;Nightlights;Indican Pictures
Drama;2014;Coming Up Roses;Dada Films
Drama;2014;Bhopal: A Prayer for Rain;Box Office History for Revolver Entertainment
Drama;2014;Run & Jump;Sundance Selects
Drama;2014;Emoticon;Indican Pictures
Drama;2014;The Selfish Giant;IFC Films
Drama;2014;Camp X-Ray;IFC Films
Drama;2014;Goodbye to All That;IFC Films
Drama;2014;Before I Disappear;IFC Films
Drama;2014;Las horas muertas;Strand Releasing
Drama;2014;Archipelago;Kino Lorber
Drama;2014;The Historian;
Drama;2014;Le jour se leve;
Drama;2014;Camille Claudel: 1915;Kino Lorber
Drama;2014;No God, No Master;Monterey Media
Drama;2014;La mariée était en noir;Box Office History for Lopert Pictures Corporation
Drama;2014;La petite chambre;Cinema Libre
Drama;2014;The Quitter;Goodface Films
Drama;2014;Kid Cannabis;Well Go USA
Drama;2014;Short Term 12;Cinedigm
Drama;2014;2 automnes 3 hivers;Film Movement
Drama;2014;Violette;Mongrel Media
Drama;2014;Les beaux jours;
Drama;2014;Gabrielle;Entertainment One
Drama;2014;Fall;Mongrel Media
Drama;2014;Unrelated;Kino Lorber
Drama;2014;Aimer, boire et chanter;Kino Lorber
Drama;2014;The Truth About Emanuel;TriBeca Films
Drama;2014;Life of a King;Alchemy
Drama;2014;Dast-Neveshtehaa Nemisoosand;Kino Lorber
Drama;2014;Nothing But a Man;Cinema V
Drama;2014;Northern Lights;
Drama;2014;The Word;Box Office History for Scarlet Sky Productions
Drama;2014;Hide Your Smiling Faces;TriBeca Films
Drama;2014;Little Fugitive;
Drama;2014;The Sleepwalker (2014);IFC Films
Drama;2014;Refuge;Strand Releasing
Drama;2014;Stop the Pounding Heart;Big World Pictures
Drama;2014;Moebiuseu;RAM Releasing
Drama;2014;Era Uma Vez Eu, Veronica;Big World Pictures
Drama;2014;The Wait;Monterey Media
Drama;2014;The Right Kind of Wrong;Magnolia Pictures
Drama;2014;Rhymes for Young Ghouls;Monterey Media
Drama;2014;Mr. Pip;Freestyle Releasing
Drama;2014;Summer in February;TriBeca Films
Drama;2014;Der Turm;Music Box Films
Drama;2014;Cinemanovels;Monterey Media
Drama;2014;Grand départ;Rialto Pictures
Drama;2015;American Sniper;Warner Bros.
Drama;2015;Cinderella;Walt Disney
Drama;2015;Fifty Shades of Grey;Universal
Drama;2015;Straight Outta Compton;Universal
Drama;2015;Creed;Warner Bros.
Drama;2015;War Room;Sony Pictures
Drama;2015;Black Mass;Warner Bros.
Drama;2015;The Imitation Game;Weinstein Co.
Drama;2015;Unbroken;Universal
Drama;2015;Southpaw;Weinstein Co.
Drama;2015;Selma;Paramount Pictures
Drama;2015;McFarland, USA;Walt Disney
Drama;2015;The Age of Adaline;Lionsgate
Drama;2015;The Longest Ride;20th Century Fox
Drama;2015;Woman in Gold;Weinstein Co.
Drama;2015;The Big Short;Paramount Pictures
Drama;2015;Paper Towns;20th Century Fox
Drama;2015;Joy;20th Century Fox
Drama;2015;Spotlight;Open Road
Drama;2015;Ricki and the Flash;Sony Pictures
Drama;2015;Black or White;Relativity
Drama;2015;Aloha;Sony Pictures
Drama;2015;Brooklyn;Fox Searchlight
Drama;2015;Still Alice;Box Office History for Sony Pictures Classics
Drama;2015;Wild;Fox Searchlight
Drama;2015;Steve Jobs;Universal
Drama;2015;Mr. Holmes;Box Office History for Miramax/Roadside Attractions
Drama;2015;Concussion;Sony Pictures
Drama;2015;Woodlawn;Box Office History for Pure Flix Entertainment
Drama;2015;Do You Believe?;Box Office History for Pure Flix Entertainment
Drama;2015;Love & Mercy;Roadside Attractions
Drama;2015;Far from the Madding Crowd;Fox Searchlight
Drama;2015;The 33;Warner Bros.
Drama;2015;The Theory of Everything;Focus Features
Drama;2015;The Walk;Sony Pictures
Drama;2015;Exodus: Gods and Kings;20th Century Fox
Drama;2015;Whiplash;Box Office History for Sony Pictures Classics
Drama;2015;Trumbo;Bleecker Street
Drama;2015;Our Brand is Crisis;Warner Bros.
Drama;2015;Me and Earl and the Dying Girl;Fox Searchlight
Drama;2015;Little Boy;Open Road
Drama;2015;The Gambler;Paramount Pictures
Drama;2015;The Danish Girl;Focus Features
Drama;2015;Bajirao Mastani;Eros Entertainment
Drama;2015;A Most Violent Year;A24
Drama;2015;Carol;Weinstein Co.
Drama;2015;Room;A24
Drama;2015;90 Minutes in Heaven;Samuel Goldwyn Films
Drama;2015;True Story;Fox Searchlight
Drama;2015;Suffragette;Focus Features
Drama;2015;Big Eyes;Weinstein Co.
Drama;2015;Prem Ratan Dhan Payo;Fox International
Drama;2015;The Water Diviner;Warner Bros.
Drama;2015;Foxcatcher;Box Office History for Sony Pictures Classics
Drama;2015;Spare Parts;Lionsgate
Drama;2015;We Are Your Friends;Warner Bros.
Drama;2015;Mommy;Roadside Attractions
Drama;2015;Learning to Drive;Broad Green Pictures
Drama;2015;Phoenix;IFC Films
Drama;2015;Dil Dhadakne Do;Eros Entertainment
Drama;2015;Mr. Turner;Box Office History for Sony Pictures Classics
